"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"East Rim Divide","460	","Wyoming","SNOTEL","Sublette","8010","43.13097","-110.2023","170401030203	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","31","31","29","29","80","3","4","3","4","-1","20","33","8",,"1.3","1.3","1.4","1.4","0","4.1","1999","1985","41"
"East Willow Creek","461	","Utah","SNOTEL","Grand","8310","39.31213","-109.53179","140600060205	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5","71","125","71","100","100","6","6","5","6","0","54","19","20",,"0.7","0.4","0.7","0.5","0","2.4","2017, 2018, 2021, more","2015","40"
"Easy Pass","998	","Washington","SNOTEL","Whatcom","5280","48.85933","-121.43895","171100010101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","12.7","119","144","106","117","95","13","12","13","13","1.8","62","7","11",,"10.7","8.8","12","10.9","3.2","29.9","2008","2009","17"
"Ebbetts Pass","462	","California","SNOTEL","Alpine","8660","38.5497","-119.80468","160502010104	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.1","44","69","35","46","50","3","3","3","3","-1.3","32","33","16",,"2.5","1.6","3.1","2.4","0","10.8","2016, 2018, 2019, more","1983","48"
"Echo Lake","936	","Colorado","SNOTEL","Clear Creek","10660","39.65539","-105.59358","101900020801	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.2","0","28","1","Lowest","1.6","1.4","1.5","1.2","0","3.7","2025","2006","28"
"Echo Peak","463	","California","SNOTEL","El Dorado","7650","38.849","-120.0795","160501010303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.9","33","60","30","41","82","2","2","2","2","-1.3","36","30","17",,"2.7","1.5","3","2.2","0","10.9","2018, 2019, 2021, more","1994","46"
"Eilertson Meadows","464	","Oregon","SNOTEL","Baker","5510","44.86887","-118.11387","170502030404	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.7","22","36","1","Lowest","0.7","0.7","0.9","0.7","0","3.3","2018, 2019, 2025, more","2024","46"
"El Diente Peak","465	","Colorado","SNOTEL","Dolores","10210","37.78607","-108.02235","140300020202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.1","65","69","69","73","100","7","8","7","8","-0.4","44","23","17",,"1.7","1.6","1.6","1.5","0","6.5","2001, 2005, 2008, more","1994","40"
"Elbow Lake","910	","Washington","SNOTEL","Whatcom","3050","48.69092","-121.90893","171100040401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1","27","23","1","Lowest","2.5","1","2.5","1","0","9.4","2019, 2023, 2025, more","2009","31"
"Elk Butte","466	","Idaho","SNOTEL","Clearwater","5680","46.83998","-116.12233","170603080701	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","12","17","12","15","33","1","1","1","1","-2.2","5","41","3",,"3.2","2.4","3.4","2.6","0","11.1","2001, 2008","1996","43"
"Elk Cabin","921	","New Mexico","SNOTEL","Santa Fe","8210","35.7073","-105.80584","130202010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","33","100","33","100","100","3","3","3","3","0","52","15","13",,"0.3","0.1","0.3","0.1","0","1.5","2017, 2021, 2024, more","1997","30"
"Elk Peak Alt","1316	","Montana","SNOTEL","Meagher","7820","46.47617","-110.72148","100301030104	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.4",,,"89","92","100",,,"14","14","-0.2","0","3","1","Lowest",,,"2.7","2.6","2.4","3.2","2025","2023","3"
"Elk Ridge","1323	","Utah","SNOTEL","San Juan","8540","37.82308","-109.77156","140802010402	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6",,,"75","75","100",,,"19","19","-0.2","0","2","1","Lowest",,,"0.8","0.8","0.6","0.9","2025","2024","2"
"Elk River","467	","Colorado","SNOTEL","Routt","8710","40.84758","-106.96861","140500010206	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","40","38","42","44","100","4","4","4","4","-1","19","39","9",,"2","2.1","1.9","1.8","0","5","2001","1996","48"
"Elkhart Park G.S.","468	","Wyoming","SNOTEL","Sublette","9410","43.00657","-109.75893","140401020103	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.6","70","67","70","73","100","12","12","12","12","-0.6","20","37","10",,"2.3","2.4","2.3","2.2","0","5.6","1987, 1999","1985","46"
"Elkhead Divide","1252	","Colorado","SNOTEL","Routt","8780","40.79637","-107.10113","140500010601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8",,,"53","50","89",,,"4","4","-0.8","22","8","3",,,,"1.5","1.6","0.2","2.6","2016","2022","10"
"Elliot Ridge","1120	","Colorado","SNOTEL","Summit","10550","39.8638","-106.42473","140100020602	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","30","30","31","30","100","4","3","4","3","-1.9","0","17","1","Lowest","2.7","2.7","2.6","2.7","0.8","4.2","2025","2010","17"
"Elmendorf Field","1332	","Alaska","SNOTEL","Anchorage","170","61.24777","-149.82331","190204010404	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6",,,"55","55","100",,,"33","33","-0.5","0","2","1","Lowest",,,"1.1","1.1","0.6","1.6","2025","2024","2"
"Elwood Pass","1325	","Colorado","SNOTEL","Rio Grande","11680","37.40563","-106.64136","130100020302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.3",,,"61","61","100",,,"15","15","-1.5","0","2","1","Lowest",,,"3.8","3.8","2.3","5.2","2025","2024","2"
"Emery Creek","469	","Montana","SNOTEL","Flathead","4340","48.43412","-113.93725","170102090703	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.2","16","42","1","Lowest","1.5","1","1.5","1.2","0","5.1","2008, 2014, 2025, more","1996","50"
"Emigrant Springs","470	","Oregon","SNOTEL","Umatilla","3780","45.55808","-118.45385","170701030501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0",,"0",,,"0","0","0","0","0","58","20","1","Lowest","0.4","0","0.4","0","0","3.5","2022, 2023, 2025, more","1994","46"
"Emigrant Summit","471	","Idaho","SNOTEL","Bear Lake","7390","42.36055","-111.56085","160102020206	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.2","63","63","57","57","92","5","5","5","5","-0.9","27","33","11",,"1.9","1.9","2.1","2.1","0","6.4","2001","1984","45"
"Evening Star","472	","Wyoming","SNOTEL","Park","9040","44.65258","-109.78422","100700060301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.8","73","73","73","72","100","12","13","13","14","-1.5","28","32","13",,"5.2","5.2","5.2","5.3","0.7","11.9","1987, 1999","2017","44"
"Exit Glacier","1092	","Alaska","SNOTEL","Kenai Peninsula","360","60.18957","-149.6228","190202020508	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.2",,,"183","183","100",,,"14","14","1","79","4","11",,,,"1.2","1.2","0","3.1","2018, 2019, 2020, more","2022","15"
"Fallen Leaf","473	","California","SNOTEL","El Dorado","6250","38.93403","-120.0545","160501010401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","50",,"33",,"100",,,"1","1","0.1","73","13","31",,"0.2","0","0.3","0","0","2.6","2021, 2023, 2024, more","1982","45"
"Farewell Gap","FRW	","California","Cooperator Snow Sensors","Tulare","10250","36.412","-118.583","180300070202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,"1.9","0.8","0","7.5","2013, 2016, 2024, more","2002","16"
"Farmington","474	","Utah","SNOTEL","Davis","7920","40.97462","-111.80975","160201020502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.2","32","33","31","35","100","3","3","3","3","-2.2","19","39","9",,"3.7","3.6","3.9","3.4","0","13.3","1995, 2001, 2018","2004","48"
"Farmington Lower","1054	","Utah","SNOTEL","Davis","6850","40.992","-111.81702","160201020502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","19","23","19","23","60","1","2","1","2","-1","18","19","5",,"1.6","1.3","1.6","1.3","0","6.3","2007, 2018","2003","23"
"Farnsworth Lake","475	","Utah","SNOTEL","Sevier","9620","38.77246","-111.67662","160300030405	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5","16","15","16","15","71","2","2","2","2","-2.9","7","43","3",,"3.1","3.4","3.1","3.4","0.2","6.5","1999","1998","46"
"Fawn Creek","476	","Nevada","SNOTEL","Elko","7040","41.82098","-116.10153","170501040304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.3","24","35","1","Lowest","1.3","1.2","1.5","1.3","0","6.6","2019, 2021, 2025, more","1984","46"
"Fielding Lake","1268	","Alaska","SNOTEL","Valdez-Cordova","3000","63.2026","-145.63442","190803040302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.6",,,"90","108","100",,,"24","25","0.2","64","5","8",,,,"2.9","2.4","0.3","7.9","2016","2019","12"
"Fifteenmile","1314	","Oregon","SNOTEL","Hood River","5970","45.35265","-121.53","170701050503	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4",,,"11","29","13",,,"1","1","-1","0","4","1","Lowest",,,"3.6","1.4","0.4","11.1","2025","2024","4"
"Fish Ck","1305	","Idaho","SNOTEL","Blaine","6380","43.55545","-113.71931","170402210401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,"0.6","0.4","0","1.5","2023","2022","4"
"Fish Creek","477	","Oregon","SNOTEL","Harney","7710","42.70993","-118.63219","171200030107	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2","15","40","1","Lowest","1.9","1.4","2.6","2","0","8.2","2018, 2019, 2025, more","1984","47"
"Fish Lake","478	","Washington","SNOTEL","Kittitas","3430","47.53565","-121.08553","170300010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","12","17","12","17","23","1","1","1","1","-1.5","19","35","7",,"2.4","1.8","2.5","1.8","0","8.9","2016, 2018, 2019, more","1984","43"
"Fish Lake Utah","1149	","Utah","SNOTEL","Sevier","8790","38.50455","-111.76693","140700030108	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","100","150","120","150","100","7","7","6","6","0.2","67","6","11",,"0.6","0.4","0.5","0.4","0","2.4","2021, 2023, 2024, more","2015","16"
"Fish Lk.","479	","Oregon","SNOTEL","Jackson","4660","42.3801","-122.34943","171003070801	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","25","100","22","67","100","2","2","2","2","-0.1","45","25","18",,"0.8","0.2","0.9","0.3","0","8.7","2018, 2019, 2021, more","1994","45"
"Fisher Creek","480	","Montana","SNOTEL","Park","9110","45.06235","-109.94488","100700060202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","4.4","66","71","68","71","98","11","12","11","12","-1.8","19","49","11",,"6.7","6.2","6.5","6.2","1.3","14.2","1987","2017","60"
"Five Points Lake","481	","Utah","SNOTEL","Duchesne","10920","40.71785","-110.46721","140600030701	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.2","71","69","69","73","100","11","11","11","11","-0.8","24","35","11",,"3.1","3.2","3.2","3","0.1","9.6","2016","2004","46"
"Flattop Mtn.","482	","Montana","SNOTEL","Flathead","6290","48.80225","-113.85713","170102070501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","5.2","81","90","78","90","95","11","11","11","11","-0.6","36","37","20",,"6.4","5.8","6.7","5.8","1","16.1","1999","1984","57"
"Floe Lake","2C14P	","British Columbia","Cooperator Snow Sensors","	","6923","51.05","-116.13333","170101070000	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","6.6","93","89","93","92","100","20","19","20","20","-0.6","42","19","14",,"7.1","7.4","7.1","7.2","2.3","11.4","1992","1999","32"
"Flower Mountain","1285	","Alaska","SNOTEL","Haines","2540","59.39617","-136.28123","190103031206	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","11.3",,,"246","332","100",,,"41","43","7.9","100","1","9","Highest",,,"4.6","3.4","1.7","11.3","2018","2025","9"
"Fool Creek","1186	","Colorado","SNOTEL","Grand","11130","39.86866","-105.86765","140100010203	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.8",,,"49","49","100",,,"8","8","-1.9","7","14","2","2nd Lowest",,,"3.7","3.7","1.5","5","2016","2013","15"
"Forestdale Creek","1049	","California","SNOTEL","Alpine","8050","38.68245","-119.9597","160502010301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","44","80","42","67","89","2","2","2","2","-0.4","41","14","10",,"1.8","1","1.9","1.2","0","7.6","2016, 2018, 2019, more","2004","23"
"Forni Ridge","FRN	","California","Cooperator Snow Sensors","El Dorado","7490","38.805","-120.213","180201290302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.2","67","150","60","100","92","3","3","3","3","0","53","19","20",,"1.8","0.8","2","1.2","0","7.7","2017, 2018, 2021, more","1994","39"
"Fort Valley","1121	","Arizona","SNOTEL","Coconino","7360","35.26773","-111.74479","150200150102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1",,,"1,000",,"100","32","42","29","38","1","100","1","18","Highest","0","0","0.1","0","0","1","2022, 2023, 2024, more","2025","18"
"Four Trees","FOR	","California","Cooperator Snow Sensors","Plumas","5170","39.813","-121.321","180201210801	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","-0.1","-9","-33","-9","-50","-50","0","0","0","0","-0.3","0","40","1","Lowest","1.1","0.3","1.1","0.2","-0.1","8.5","2025","1994","40"
"Fourmile Lake","483	","Oregon","SNOTEL","Klamath","5970","42.43933","-122.2288","180102030202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","16","25","13","19","33","1","1","1","1","-1.3","24","36","11",,"1.9","1.2","2.3","1.6","0","10.9","2008, 2018, 2019, more","1984","47"
"Franklin Basin","484	","Idaho","SNOTEL","Franklin","8140","42.0505","-111.6012","160102020501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.6","62","57","55","57","94","5","6","5","5","-1.2","24","36","10",,"2.6","2.8","2.9","2.8","0.2","8.6","2016","1984","47"
"Fredonyer Peak","1277	","California","SNOTEL","Lassen","7220","40.68799","-120.60805","180800030304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6",,,"100","200","75",,,"4","5","0.3","56","5","6",,,,"0.6","0.3","0","2","2019, 2021, 2023, more","2024","10"
"Fremont Pass","485	","Colorado","SNOTEL","Summit","11310","39.38014","-106.19784","140100020301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5","15","15","15","15","100","2","2","2","3","-2.8","0","46","1","Lowest","3.3","3.4","3.3","3.3","0.5","7.2","2025","2005","46"
"Frisco Divide","486	","New Mexico","SNOTEL","Catron","8010","33.73687","-108.94327","150400040303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","300",,"300",,"100","9","10","9","10","0.3","91","5","40",,"0.1","0","0.1","0","0","0.9","2020, 2023, 2024, more","2000","46"
"Frohner Meadow","487	","Montana","SNOTEL","Jefferson","6520","46.43545","-112.19277","100301011305	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.1","9","49","1","Lowest","1.1","1.1","1.2","1.1","0","2.9","2008, 2023, 2025, more","1973, 1985","54"
"Frostbite Bottom","641	","Alaska","SNOTEL","Matanuska-Susitna","2690","61.74699","-149.26769","190205051202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.1",,,"31","32","100",,,"5","6","-2.3","0","6","1","Lowest",,,"3.6","3.4","1.1","5.5","2025","2021","6"
"Fry","488	","Arizona","SNOTEL","Coconino","7220","35.07356","-111.84477","150602020501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.9","225",,"300",,"100","11","12","11","12","0.9","87","7","40",,"0.4","0","0.3","0","0","2.1","2020, 2021, 2023, more","1991","46"
"Fry Canyon","1262	","Nevada","SNOTEL","Elko","6790","41.58008","-115.9364","160401020101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0",,,"0","0","0",,,"0","0","-0.5","36","8","1","Lowest",,,"0.4","0.5","0","1.1","2019, 2021, 2025, more","2015","12"
"GBRC HQ","1221	","Utah","SNOTEL","Sanpete","8800","39.32019","-111.48827","160300040307	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5",,,"42","62","100",,,"3","4","-0.3","31","10","5",,,,"1.2","0.8","0","3.2","2018, 2019, 2021","2022","14"
"GBRC Meadows","1222	","Utah","SNOTEL","Sanpete","9850","39.30229","-111.45383","160300040307	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5",,,"28","28","100",,,"2","2","-1.3","0","14","1","Lowest",,,"1.8","1.8","0.5","3.8","2025","2022","14"
"Galena","489	","Idaho","SNOTEL","Blaine","7470","43.87722","-114.6725","170402190101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.1","58","55","52","55","69","6","7","6","7","-0.9","21","35","8",,"1.9","2","2.1","2","0","5.3","1993","1984","44"
"Galena AK","429	","Alaska","SNOTEL","Yukon-Koyukuk","340","64.69662","-156.71497","190902051104	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3",,,"87","93","100",,,"19","19","-0.1","43","5","4",,,,"1.5","1.4","1","2.7","2018","2023","8"
"Galena Summit","490	","Idaho","SNOTEL","Blaine","8780","43.87497","-114.71363","170402190101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.7","119","116","116","109","100","17","18","17","18","0.3","64","17","29",,"3.1","3.2","3.2","3.4","0","5.6","1993","2017","45"
"Gallegos Peak","491	","New Mexico","SNOTEL","Taos","9460","36.19418","-105.55742","130201010502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","13","17","15","20","29","2","2","2","2","-0.8","18","38","9",,"1.5","1.2","1.3","1","0","3.5","2016, 2017, 2021, more","1991, 1996","46"
"Garden City Summit","1114	","Utah","SNOTEL","Cache","7680","41.9215","-111.4693","160102010106	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","27","26","27","30","100","3","3","3","3","-1.4","12","15","3",,"2.2","2.3","2.2","2","0","4.6","2016","2022","17"
"Gardiner Creek","05AA809	","Alberta","Cooperator Snow Sensors","	","6463","49.3611","-114.5158","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,"3.6","3.6","3.6","3.6","2024","2024","1"
"Gardner Peak","1066	","Utah","SNOTEL","Washington","8320","37.40083","-113.45988","150100080701	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.9","238","238","190","211","100","14","14","14","15","1","90","3","20",,"0.8","0.8","1","0.9","0","2.8","2007, 2017, 2018, more","2015","22"
"Garfield R.S.","492	","Idaho","SNOTEL","Blaine","6580","43.6104","-113.9308","170402210301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","17","20","17","20","100","1","1","1","1","-0.4","33","31","14",,"0.6","0.5","0.6","0.5","0","2.3","2016, 2018, 2019, more","1982, 1984","46"
"Garita Peak","1173	","New Mexico","SNOTEL","Rio Arriba","10100","36.00469","-106.54805","130202020201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1",,,"25",,"33",,,"1","1","0.1","56","5","6",,,,"0.4","0","0","2.2","2019, 2020, 2021, more","2024","10"
